"variable","seg100"
"SEC_CONTRIBUTORY_CAUSEUNABLE TO DETERMINE",0.0507282001470487
"SEC_CONTRIBUTORY_CAUSEUNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED)",-0.559915877006219
"SEC_CONTRIBUTORY_CAUSEVISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",-0.393004737411165
"SEC_CONTRIBUTORY_CAUSEWEATHER",-0.159796924718369
"DOORING_IY",-0.688489221591118
"WORK_ZONE_IY",-0.058746175654684
"WORK_ZONE_TYPEMAINTENANCE",0.00762623797742306
"WORK_ZONE_TYPEUNKNOWN",0.112823393543906
"WORK_ZONE_TYPEUTILITY",0.09670059588741
"WORKERS_PRESENT_IY",0.104797317802418
"NUM_UNITS",-1.12860206901467
"CRASH_HOUR1",-0.113587335666083
"CRASH_HOUR2",-0.273323121911974
"CRASH_HOUR3",-0.257651951243932
"CRASH_HOUR4",-0.273497295886298
"CRASH_HOUR5",0.019687828299994
"CRASH_HOUR6",0.240207957703723
"CRASH_HOUR7",0.524076869989599
"CRASH_HOUR8",0.595998014978168
"CRASH_HOUR9",0.596236113162151
"CRASH_HOUR10",0.590591562394882
"CRASH_HOUR11",0.583060030929901
"CRASH_HOUR12",0.629537104535172
"CRASH_HOUR13",0.588327158647744
"CRASH_HOUR14",0.544629154546846
"CRASH_HOUR15",0.608152038495823
"CRASH_HOUR16",0.61735648934334
"CRASH_HOUR17",0.615865551403651
"CRASH_HOUR18",0.567309025375176
"CRASH_HOUR19",0.493432455767535
"CRASH_HOUR20",0.406439381574197
"CRASH_HOUR21",0.322543636805791
"CRASH_HOUR22",0.255845365530112
"CRASH_HOUR23",0.138885826777071
"CRASH_DAY_OF_WEEK2",0.141575214226985
"CRASH_DAY_OF_WEEK3",0.155525135429333
"CRASH_DAY_OF_WEEK4",0.163192141841357
"CRASH_DAY_OF_WEEK5",0.149868875916969
"CRASH_DAY_OF_WEEK6",0.145570153056216
"CRASH_DAY_OF_WEEK7",0.067289294134304
"CRASH_MONTH2",0.0271492712030008
"CRASH_MONTH3",-0.0318961212787729
"CRASH_MONTH4",-0.0839575848086211
"CRASH_MONTH5",-0.0856037201585651
"CRASH_MONTH6",-0.104578408924431
"CRASH_MONTH7",-0.144772694823204
"CRASH_MONTH8",-0.140740928536763
"CRASH_MONTH9",-0.132170276392886
"CRASH_MONTH10",-0.147402172320776
"CRASH_MONTH11",-0.163139055295525
"CRASH_MONTH12",-0.163499092550214
"Report_vs_Police_Notified",0.0394712069482283
"Crash_Year2014",-1.46845498435593
"Crash_Year2015",1.5093602780167
"Crash_Year2016",1.32009826333684
"Crash_Year2017",0.617388964734093
"Crash_Year2018",0.301564447693625
"Crash_Year2019",0.206024814452242
"Crash_Year2020",0
"Crash_Year2021",-0.0455776531686724
"Crash_Year2022",-0.0221797351822661
"Crash_Year2023",-0.0193262444180723
"Crash_Year2024",-0.0391290868452697
"Police_districtDistrict 02",-0.4795115690625
"Police_districtDistrict 03",-0.761893338180765
"Police_districtDistrict 04",-0.638053636120871
"Police_districtDistrict 05",-0.631910971532337
"Police_districtDistrict 06",-0.547713200048603
"Police_districtDistrict 07",-0.690611830470162
"Police_districtDistrict 08",-0.287283402284035
"Police_districtDistrict 09",-0.314858067829277
"Police_districtDistrict 10",-0.381214390717375
"Police_districtDistrict 11",-0.778561056219012
"Police_districtDistrict 12",-0.258192765724676
"Police_districtDistrict 14",-0.260205969830314
"Police_districtDistrict 15",-0.568474753858362
"Police_districtDistrict 16",-0.381771298517427
"Police_districtDistrict 17",-0.252071199660451
"Police_districtDistrict 18",0.0908969568815799
"Police_districtDistrict 19",-0.121988768290998
"Police_districtDistrict 20",-0.0813289135404408
"Police_districtDistrict 22",-0.427961257198359
"Police_districtDistrict 24",-0.107686364334958
"Police_districtDistrict 25",-0.281908421728559
"Police_districtUNKNOWN",-0.623069556032338
