CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,Report_vs_Police_Notified,Crash_Year,Police_district
67e4f948391cbb419b118c5d7a5091579b2b7a5c3e271ddd72fc64056d76a37aa2d06e1b5b7adac70a25cede54f52599885720ee0a417158b18643d3d79d809d,N,2024-07-01 10:10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,N,N,"OVER $1,500",2024-07-01 10:14:00,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,425,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,0.0,10,2,7,41.890027918,-87.627860346,0.0666666666666666,2024,District 18
685337a5c78e71ba42ea2921f563c5f8f7127b7375efaaf72520b9640678bf3ba4ae489925b364e94b81b329c0f871c925d2a738b8b9aae2a9d397daf52c38bd,N,2019-06-13 17:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2019-06-13 17:50:00,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,628,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,17,5,6,41.893235481,-87.628265053,0.1666666666666666,2019,District 18
6896dea72a4560eedd7ec444667e51cdeb0835d1f4c2b087101e171592560038576b15585311583d92d4855c6b2deb16b2534961407098df972e0bd127d48551,N,2018-07-20 20:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,NARROW,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,Y,"OVER $1,500",2018-07-20 23:30:00,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,430,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,20,6,7,41.89010221,-87.628157227,2.75,2018,District 18
69561bb5eacc3032f650133876e71de3dc4a9184774e30416d6ad420b30edd101786a6bd6d2c448db336de5925f6ecbdb637cd0d53182530ef230a7ecd89ea8e,N,2018-06-24 14:10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2018-07-04 18:38:00,NOT APPLICABLE,NOT APPLICABLE,430,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,14,1,6,41.89010221,-87.628157227,48.0,2018,District 18
6bc5b0c2cc8591ab5e9c3c81fb7470aaf17f2059b39c36ad60fdd43d953562d3eb5b757d5f58233ee1488373372f26eed6a5b9b6b919382bb9e70aae6eb4cbbb,N,2021-07-10 16:20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"$501 - $1,500",2021-07-10 16:50:00,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,628,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,16,7,7,41.893235481,-87.628265053,0.5,2021,District 18
6be2adfebd1ed1fca6b45ec04944400e56c2eef6ecf61876bdf508fa7837961babffd2a16c47c981cbad9d242c0abf8c54d047171b9ff9ea69a0206510822a2e,N,2024-03-09 14:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,$500 OR LESS,2024-03-09 15:45:00,DISREGARDING TRAFFIC SIGNALS,IMPROPER OVERTAKING/PASSING,400,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,14,7,3,41.889318711,-87.628152668,1.75,2024,District 18
6cdeae205993b8f1d46b19d68f2ff63ceb812637a8a7d414e7384c1666485da55fc0ae18b881775a0180012e26d9f8e919e7f4fb5bba08c8302430709a8e19f6,N,2021-06-26 01:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2021-06-26 03:00:00,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,530,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,1,7,6,41.891711252,-87.628216666,1.25,2021,District 18
6d752652933c8b6dd74dc6b9faba4c11077d0ef184820c5404310e3874a666f88bd8fe1f8c7cd21d7a42f44695cadce25db06872a4705fdc841d4d5942378231,N,2018-04-07 10:29:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,WIDE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"$501 - $1,500",2018-04-07 20:49:00,NOT APPLICABLE,NOT APPLICABLE,625,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,10,7,4,41.893227604,-87.627971425,10.333333333333334,2018,District 18
6e10677ebc04c3122f639a39848de85595c0057f736c5de8c3e1e447709b6ce1c49e0ddde3d183bde4eed96b4e75564dcf80891b6388bebd38164784f6063421,N,2022-07-15 11:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,$500 OR LESS,2022-07-18 15:30:00,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,448,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11,6,7,41.890750946,-87.628181267,48.0,2022,District 18
6e9198a04338cc4749849374724ea174bf2b2ae3f24ddb7c50d5b9f2676a5926af03546b4dc1c88dae95276dbad6b36db7746884c64fa86594b332aa74b34452,N,2019-03-24 23:42:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,NARROW,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,N,Y,"$501 - $1,500",2019-03-24 23:50:00,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,628,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,23,1,3,41.893235481,-87.628265053,0.1333333333333333,2019,District 18
75d0309d78c1c42ccdfd5d74e43d10356bf10cffa6bfba8dcc5bec39996c256139f8e4d31855abae0ddfdf65cb530868b0fe7cb31a83e75b1037e452bfa9db80,N,2020-02-04 18:40:00,30,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),NOT_APPLICABLE,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,N,N,$500 OR LESS,2020-02-05 18:44:00,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,360,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,18,3,2,41.889192613,-87.6281949,24.066666666666663,2020,District 18
7a048384e2c41deea1cee67e4828f376c07fa2d6d5e77a7333359cc4c70054584f22dfbf4ac77a113cecb859a72d465c282fde4f6e38cb9c104c8ceef7ae77b0,N,2024-03-01 18:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2024-03-01 18:57:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,18,6,3,41.890903691,-87.628186123,0.45,2024,District 18
7cbb0451f5a49845c8008f0a1b0aa673e82a507db5a488fb37c7f1e7ef49550e4db2eb07ea059b91783f1d2fb295329960b4117736423fd48e58d6c457b9c0b3,N,2018-08-20 11:55:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"$501 - $1,500",2018-08-20 12:40:00,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,505,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11,2,8,41.891055241,-87.627897629,0.75,2018,District 18
7df62647d36e32dc0e061d97fe64c1efcf1d924e10c1780fe3b123eb8fb91c90553a0f89e459e4569c17184a43922ff2642778d1892dd559c3ca6b04be13334b,N,2020-02-03 14:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,N,Y,"OVER $1,500",2020-02-03 14:53:00,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,425,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,14,2,2,41.890027918,-87.627860346,0.05,2020,District 18
7f0e7bd36ca4638ed83cbcc14ca36afaffbf414f993d757e0c3bcb9de38cba0e5a7cec070179f5de55394a78f65495bfbd9b38105ed10ab97e07e86001e56dae,N,2018-07-11 16:59:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NARROW,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2018-07-11 18:43:00,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,630,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,16,4,7,41.893315638,-87.628261202,1.7333333333333334,2018,District 18
7f43e6292f4dc9eb80b0535777141814e41153dfb55d60bebea59653922f090a593d987d5f96c0b7ab39aa954caa37867b8986f9fee441ffc10af2d5a5112e66,N,2021-01-06 18:38:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DRIVEWAY,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2021-01-06 19:10:00,IMPROPER TURNING/NO SIGNAL,FOLLOWING TOO CLOSELY,602,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,18,4,1,41.892556612,-87.628248204,0.5333333333333333,2021,District 18
8072fc03ab5e058715820187746dd930de167ea5fe26c8da61b15834a3e6710f9cded9518a44ce8118d55d2f967fc4779fb0076e753c007256cd52a648fa553f,N,2016-02-14 00:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,WIDE,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2016-02-14 01:00:00,IMPROPER LANE USAGE,IMPROPER LANE USAGE,398,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0,1,2,41.889192613,-87.6281949,0.25,2016,District 18
808ad65d93082fc8c4e851b8a063d19d6af8554f7ee478ea4e039d0d3b222e715511d0a8b5bb8575a754ac54806a2f9723c4109c9e7cc9053d98c0e730206dec,N,2019-08-15 14:17:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,N,N,$500 OR LESS,2019-08-15 14:47:00,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,530,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,14,5,8,41.891711252,-87.628216666,0.5,2019,District 18
81a012e7d611fc877d7ae44e03d61f7b9d9bf02cac615cd11ffc16d8465a428d8d803fb6f711fee283ff3418e754b37fbe9c6a2fb6ef54a18ab5e0277c500e11,N,2019-01-01 00:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,NARROW,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,Y,"$501 - $1,500",2019-01-01 01:20:00,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,600,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0,3,1,41.892501167,-87.628242738,0.8333333333333334,2019,District 18
820c221919bb550d17c9e6c678bf288472e30b5a66161bc50eba02d6ca4020f67c61d1b8be5f30fa69cb3d60d71b009d8bccb99bb7745ec4df6a2008a1b6304e,N,2017-01-10 10:20:00,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,WIDE,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"$501 - $1,500",2017-01-10 11:15:00,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,400,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,10,3,1,41.889318711,-87.628152668,0.9166666666666666,2017,District 18
840500a7711f6ba432932407c8e167c63da8cb3355edc58fe74fbc36cc09cea94b7349b0e091ec1f297fa4082ec07fe6470db6fe39b4284c1655cc88e2813add,N,2022-03-22 17:05:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,FOUR WAY,NOT_APPLICABLE,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,N,N,"OVER $1,500",2022-03-22 17:11:00,DISREGARDING TRAFFIC SIGNALS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,601,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,17,3,3,41.892517293,-87.627949718,0.1,2022,District 18
86d5a434a68d23dcdbbd4657ddad8339d4e4bf096c0fa903f0c1f2ff3def6bc56961bfe96570d15818339cad716d5f2fed7313c84848a058629c710d84bf4db7,N,2021-03-19 05:09:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"$501 - $1,500",2021-03-19 07:10:00,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,628,N,STATE ST,1832.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,5,6,3,41.893235481,-87.628265053,2.0166666666666666,2021,District 18
8b8f4971411dfe0589711d0d96903f30581473e78ca2428f81fb34477f23caa5b7835558e9c3c91384aa000094aafe751bd6c63149e380db05d39d7d74df8ab5,N,2017-02-11 20:50:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NARROW,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,Y,"OVER $1,500",2017-02-11 21:10:00,EXCEEDING AUTHORIZED SPEED LIMIT,FAILING TO REDUCE SPEED TO AVOID CRASH,625,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,20,7,2,41.893227604,-87.627971425,0.3333333333333333,2017,District 18
8c5f0870a34862ae1428a4bc243265e6802b93e573a61bc92530e1596b86251165e0cf6d044e16216120d3ee6147b78c69106357f3dd6115d510cfdea907e79f,N,2018-10-13 18:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,WIDE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,Y,"OVER $1,500",2018-10-13 19:30:00,IMPROPER LANE USAGE,NOT APPLICABLE,400,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,18,7,10,41.889318711,-87.628152668,0.8333333333333334,2018,District 18
8d0c16e6f47fbca21cd9537fbc25c670d492120426ecdb03810cec61d43b882295d56db19b24bf46ff0bc63dec53e81af66877628d2064e7b4ee6fa1687a6a65,N,2021-12-18 14:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,N,N,"OVER $1,500",2021-12-18 16:30:00,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,500,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,14,7,12,41.890903691,-87.628186123,2.25,2021,District 18
8dcad4fccde3d5018e1b73cef5d0c4270b70f8168c56beaf32e8818b8896508b5aec551558239fc7ea481a88f999cf150298f4803c460fc3fd6bec2a889ca424,N,2017-01-21 11:36:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,NARROW,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,$500 OR LESS,2017-01-21 12:32:00,IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,398,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11,7,1,41.889192613,-87.6281949,0.9333333333333332,2017,District 18
8de85f58a423378e2f43cbb6eea6bd7b37ca779ed57f7c0fe2941454b67f8cb90350aefb713d53757959b477d36a20063757a3ec4ee9776f0dbe6f525306f404,N,2018-08-24 06:31:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,NARROW,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,N,N,"OVER $1,500",2018-08-24 06:40:00,IMPROPER LANE USAGE,NOT APPLICABLE,429,N,STATE ST,1834.0,N,N,UNKNOWN,N,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,6,6,8,41.890027918,-87.627860346,0.15,2018,District 18
8edcc15ec5c3bcd282a70e34abaca073fd3fd5572c54f59142bfedfe65e4c2219739aeb91dabdfc682ac8638416ec3421c65966cd601b858dcd62181f973c717,N,2024-07-27 00:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2024-07-27 02:00:00,UNABLE TO DETERMINE,NOT APPLICABLE,450,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0,7,7,41.89082334,-87.628183594,1.5,2024,District 18
907e47d0e3a6450a7170fb76da800defe2b9bf83b7c2a002206663fcfa85c0b9b41f3de718df8b195481d264b2b4d0f0c85fc0d854c7fe464120a85714d1de73,N,2017-12-07 16:55:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,NARROW,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"$501 - $1,500",2017-12-08 10:48:00,FOLLOWING TOO CLOSELY,NOT APPLICABLE,412,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,16,5,12,41.889728488,-87.628144517,17.883333333333333,2017,District 18
911207c68fb20665342201dff270f2133c7808454d636c7b857f0cf010503d18d9494fd99009c6a9cef272a19a30e24ffca57e5186c64a3db5b94f01a999d25e,N,2024-07-06 15:04:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,N,N,$500 OR LESS,2024-07-06 15:05:00,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,524,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,15,7,7,41.891631056,-87.628215845,0.0166666666666666,2024,District 18
92602ee4ef2509ccb686dbf1a862dae626f3e1e294d742d949e05608a054222b9dd0f87e95ec58692d8567cbc21b454ec07646781cbd3a3e4965500394362f80,N,2017-09-03 16:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2017-09-03 17:20:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,540,N,STATE ST,1831.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,16,1,9,41.892069494,-87.628224428,0.5,2017,District 18
927e1c207210933a0581c1055365a6106452658d9087a1a232165b422d93ae70d11ec89e75c6efd4444d64bb8de8bee95f797d2333dab54f3e08cfc660058ecb,N,2019-08-08 09:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,UNKNOWN,NOT_APPLICABLE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,N,"OVER $1,500",2019-08-08 11:00:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,501,N,STATE ST,1834.0,N,N,UNKNOWN,N,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,9,5,8,41.890908852,-87.627892398,1.25,2019,District 18
