,FATAL,INCAPACITATING INJURY,NO INDICATION OF INJURY,NONINCAPACITATING INJURY,"REPORTED, NOT EVIDENT"
SEC_CONTRIBUTORY_CAUSE[T.DRIVING ON WRONG SIDE/WRONG WAY],0.0009535776371581771,0.0023255698290267778,-0.00026611919005419324,-0.0008972362291842533,-0.002041477669602492
SEC_CONTRIBUTORY_CAUSE[T.DRIVING SKILLS/KNOWLEDGE/EXPERIENCE],-0.004271376068014199,-0.006200734983617806,0.01841043441351124,0.00048460735858407754,-0.006445424960775425
SEC_CONTRIBUTORY_CAUSE[T.EQUIPMENT - VEHICLE CONDITION],-0.000505801849746706,.,0.003112026320708656,-0.0012478175877913807,-0.0011115391998382212
"SEC_CONTRIBUTORY_CAUSE[T.EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST]",.,.,.,-0.00011395003360256246,0.0002034863140436315
SEC_CONTRIBUTORY_CAUSE[T.EXCEEDING AUTHORIZED SPEED LIMIT],0.000882121404827675,0.0009260672350589084,0.0005053946933738138,-0.0006691315020995658,-0.001739797320224709
SEC_CONTRIBUTORY_CAUSE[T.EXCEEDING SAFE SPEED FOR CONDITIONS],-0.00028151586517054234,.,0.0010869445836894603,-0.00029177632661208145,-0.0003871389378585148
SEC_CONTRIBUTORY_CAUSE[T.FAILING TO REDUCE SPEED TO AVOID CRASH],0.001645194594121807,0.006563107250384431,0.0034475801746909306,-0.0028934071836574757,-0.007670838173829
SEC_CONTRIBUTORY_CAUSE[T.FAILING TO YIELD RIGHT-OF-WAY],-0.0029017331699845842,0.003913117724213775,-0.0010247414876570359,0.00262635378243815,-0.0018913203947951997
SEC_CONTRIBUTORY_CAUSE[T.FOLLOWING TOO CLOSELY],-0.00307389649388974,-0.006943826862758617,0.0027222571234699127,-0.00044186381386996423,0.009339697717778489
SEC_CONTRIBUTORY_CAUSE[T.HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE)],0.0006302368590871122,0.00045930509983140526,-0.00020480783032231665,-0.0012561031946683365,0.00030751602286869823
SEC_CONTRIBUTORY_CAUSE[T.IMPROPER BACKING],-0.00026110365342903234,-0.0008382284147265705,0.002759706783944451,-0.0010039124556277305,-0.00012666719108012125
SEC_CONTRIBUTORY_CAUSE[T.IMPROPER LANE USAGE],-0.0011782807311214564,-0.002038585345833575,0.004115430837626117,0.0010820846151481974,-0.0013384407993450697
SEC_CONTRIBUTORY_CAUSE[T.IMPROPER OVERTAKING/PASSING],-0.0009542884860316452,0.00028722397683188873,0.003781709915269178,-0.001771410478270675,-0.0008233097172039653
SEC_CONTRIBUTORY_CAUSE[T.IMPROPER TURNING/NO SIGNAL],-0.001414824059364495,-0.0006781769024574152,0.0028684609827016256,0.0003486505395258122,-0.0010731481139468696
SEC_CONTRIBUTORY_CAUSE[T.MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT],.,.,.,.,.
SEC_CONTRIBUTORY_CAUSE[T.NOT APPLICABLE],-0.02919405854685682,-0.058014179442706766,0.11169309201118206,0.003546222696224428,0.007428622956115688
SEC_CONTRIBUTORY_CAUSE[T.OBSTRUCTED CROSSWALKS],.,0.0001218625207369751,.,.,.
"SEC_CONTRIBUTORY_CAUSE[T.OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER]",0.0022770623520964295,0.006042649105432798,0.00037793091553808676,-0.0029438043510148075,-0.00554610901994718
SEC_CONTRIBUTORY_CAUSE[T.PASSING STOPPED SCHOOL BUS],.,.,.,.,.
SEC_CONTRIBUTORY_CAUSE[T.PHYSICAL CONDITION OF DRIVER],0.0021750699112228185,0.004835046444881258,-0.0017638071237875317,-0.001532597068353057,-0.003236452340056696
SEC_CONTRIBUTORY_CAUSE[T.RELATED TO BUS STOP],.,-0.00021908604700734925,.,.,0.0004636021988016142
SEC_CONTRIBUTORY_CAUSE[T.ROAD CONSTRUCTION/MAINTENANCE],.,-0.0005516628780814269,0.0017943361102184454,-0.0004864031776754777,-0.0005790831502820472
SEC_CONTRIBUTORY_CAUSE[T.ROAD ENGINEERING/SURFACE/MARKING DEFECTS],-0.00022126191033182375,-0.000491295881618626,0.0017833461530652997,-0.0005105561501246662,-0.00030914897306581984
SEC_CONTRIBUTORY_CAUSE[T.TEXTING],.,-0.00023562330535890403,.,0.00013704163265740985,.
SEC_CONTRIBUTORY_CAUSE[T.TURNING RIGHT ON RED],-0.00010552900978523436,.,.,.,0.00011506271643692987
SEC_CONTRIBUTORY_CAUSE[T.UNABLE TO DETERMINE],-0.019834730992463294,-0.042068634965641595,0.08640283871297649,-0.011815580898768767,0.019348102235025418
SEC_CONTRIBUTORY_CAUSE[T.UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED)],0.0004393026545744602,0.0007726404772068938,0.0010809339637838677,-0.00096940295050267,-0.0013916037504715447
"SEC_CONTRIBUTORY_CAUSE[T.VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)]",-0.000480404606314691,.,-0.00046442806654774476,0.0008967206508585419,.
SEC_CONTRIBUTORY_CAUSE[T.WEATHER],-0.002467410823801746,-0.0024270140834740214,0.0087159856133442,-0.0016207155131834096,-0.0008621997265891584
WORK_ZONE_TYPE[T.MAINTENANCE],.,-0.00017823829816006204,0.0007885331140996172,-0.00015290649341357225,-0.00036016670266839323
WORK_ZONE_TYPE[T.N/A],-0.07735872592463837,-0.07493906616901108,0.37910738701520047,-0.028939108746793115,-0.016629149518755045
WORK_ZONE_TYPE[T.UNKNOWN],-0.00014587583896499427,-0.00010078465940809105,0.0008982780842304889,-0.0003164386735933554,-0.00021251122041100387
WORK_ZONE_TYPE[T.UTILITY],.,.,0.00018419439987750073,-0.00018141530990346897,-0.00012063488183072423
CRASH_HOUR[T.1],0.006154265126148295,-0.0004098067447363807,0.01284329613757599,-0.009693574389748404,-0.009433626811926398
CRASH_HOUR[T.2],0.0051817242596480005,-0.002468708990847934,0.016412913426370027,-0.007014356309608995,-0.011068611210876938
CRASH_HOUR[T.3],0.0041445568341116415,-0.004575174381744219,0.01469099797032861,-0.0045339012164146,-0.008645318115363563
CRASH_HOUR[T.4],0.0023872214606901246,-0.004172437699767263,0.012468242550892406,-0.003614381975407411,-0.006090391680458686
CRASH_HOUR[T.5],0.001042601032443363,-0.002644130027843715,0.012608792740055741,-0.004696752964049959,-0.005034571948979319
CRASH_HOUR[T.6],-0.0019090772717344146,-0.00284178062874937,0.013704565200216257,-0.004857007597530459,-0.002212452570585571
CRASH_HOUR[T.7],-0.005736836504196399,-0.007620471332558417,0.010806613506643692,0.0003136753302369855,0.0026990029954960613
CRASH_HOUR[T.8],-0.005174720168179321,-0.008123344738324477,0.01084690301708304,-0.002693550060475478,0.0058645353675551804
CRASH_HOUR[T.9],-0.005657408092417404,-0.006572727320077072,0.013624975875251109,-0.0027144596040275964,0.0024343082077495494
CRASH_HOUR[T.10],-0.004929345224820283,-0.004797725607566247,0.01074129934397582,-0.0027639835852998236,0.002675401286655528
CRASH_HOUR[T.11],-0.004043891910869095,-0.002813195600505586,0.009855776643171624,-0.004638749051932339,0.002385329590139253
CRASH_HOUR[T.12],-0.0019563003796271372,-0.002002215968404478,0.008810113680936054,-0.007612969502102603,0.003413302695320655
CRASH_HOUR[T.13],-0.00617010107383083,-0.0018961248662045936,0.0016513177533325118,0.0007455636520597767,0.005790596626786746
CRASH_HOUR[T.14],-0.0060494950732572685,-0.001006541863856255,0.0012799988379285432,0.0025836859313720043,0.0028104984731148904
CRASH_HOUR[T.15],-0.0074595492353845185,-0.009900338904267897,-0.001558578464506438,0.0103534937577019,0.009334908611816288
CRASH_HOUR[T.16],-0.01014708816287206,-0.00679466030150861,0.0018525435477271433,0.009498016818926161,0.005761019371114849
CRASH_HOUR[T.17],-0.009061277284013501,-0.009191616495161212,-0.0034591569393469506,0.00779358174003697,0.014688404560800077
CRASH_HOUR[T.18],-0.007114597097213705,-0.0008762017407875375,-0.0031957325320081634,0.007032332953134339,0.003890733604867592
CRASH_HOUR[T.19],0.0008657214940878065,0.0039052041084906074,-0.005452586182716637,-0.0005579409155473536,0.0013086024062149628
CRASH_HOUR[T.20],0.001059032147501164,0.0012404233386815718,-0.0018022112441717158,0.0022703683610773425,-0.0027669490599924675
CRASH_HOUR[T.21],0.001848080253434834,0.0012363825165686323,-0.0017181841783692191,0.0033907356538925722,-0.005151795552817064
CRASH_HOUR[T.22],0.0024249204069477057,0.0038032384802458075,0.0023113905930985086,-0.004273051168945012,-0.004272786954909698
CRASH_HOUR[T.23],0.004635228526881282,0.0007065112485481865,0.009447327421685935,-0.005764073254260574,-0.009359080524394664
CRASH_DAY_OF_WEEK[T.2],-0.008490041543552351,-0.006730292867028789,0.02442814862786797,-0.008700990483526495,0.004090908473066299
CRASH_DAY_OF_WEEK[T.3],-0.013042003256292888,-0.01377787951594108,0.022271881520016544,-0.0025952015599251875,0.009573408705730112
CRASH_DAY_OF_WEEK[T.4],-0.00754680409709356,-0.022339239811790885,0.021448328909748418,0.004853869848895346,0.00481877293822272
CRASH_DAY_OF_WEEK[T.5],-0.006947438108581401,-0.02714735925675225,0.024370257559936832,0.0018144594925319963,0.009882290321106685
CRASH_DAY_OF_WEEK[T.6],-0.012688233552305243,-0.01658665349570705,0.029158250545693487,0.00113225432395303,0.0035848840964680475
CRASH_DAY_OF_WEEK[T.7],-0.002954924398886061,0.009859167764147012,0.025014998544008387,-0.009914250028985218,-0.018076817658439815
CRASH_MONTH[T.2],-0.004190416981026322,-0.01041457391048266,0.028014063225259143,-0.012069684590233058,0.003589236384045168
CRASH_MONTH[T.3],-0.003227312006721892,-0.006059175160145634,0.022648117584157648,-0.012139302832820924,0.002459986032323058
CRASH_MONTH[T.4],-0.005911286442345152,-0.006229000523112232,0.01868611675165026,-0.004407245665061783,0.0006134376573372772
CRASH_MONTH[T.5],-0.003491368570695378,0.0008142801593122883,0.0024730889903838305,0.0022229864964691034,-0.0026204437089296685
CRASH_MONTH[T.6],-0.0037874293680885346,-0.0003943063672948986,0.0048899895616479954,0.006224951844587668,-0.0074537451981554585
CRASH_MONTH[T.7],-0.0002112381721203305,0.0005934906975348527,0.0008966643790999318,0.007986905695744237,-0.009397105170539606
CRASH_MONTH[T.8],-0.002752714135884528,0.0008196996094953455,0.0012989324237081355,0.007468233531727215,-0.0073108930623625515
CRASH_MONTH[T.9],-0.002955986831398514,-0.0036134517436335837,0.0015196444693885483,0.006292405241755634,-0.001068017957430538
CRASH_MONTH[T.10],-0.006305053356927153,-0.010655280556935532,0.011906746635619553,-0.00030298665287489075,0.005935581081420787
CRASH_MONTH[T.11],-0.004772709831373288,-0.010685195401739756,0.020858338326535348,-0.006158951745187468,0.0037706683608707383
CRASH_MONTH[T.12],-0.0028879758019694063,-0.008501416689930619,0.0289003139827236,-0.009812168834414681,-0.0013148252291298632
LANE_CNT,-0.010478575165955526,0.0003168671318362913,0.011948841087433302,-0.009377089360398574,0.002607812792948413
BEAT_OF_OCCURRENCE,-0.0005063447271023074,-0.0003204579345219523,.,-0.00015759237858212034,.
NUM_UNITS,-0.14732176973642996,0.08161900345526052,0.14718314568176444,0.04514607233310792,0.026720040589058743
INJURIES_TOTAL,0.18694643664232044,1.3273687227438207,-3.4981471188939364,0.801975171926187,0.4506788283039755
INJURIES_FATAL,0.23032518391405854,-0.059358295993241064,-0.032676432846366794,-0.08535801113797192,-0.0361740440255326
INJURIES_INCAPACITATING,0.010618228136932906,2.01907050083636,-0.50111802880824,-0.8872201405784297,-0.45851313794818166
INJURIES_NON_INCAPACITATING,0.0014227780883576794,-0.06631865680308696,-1.2655920481458007,2.7229388710222446,-0.9673646170426436
INJURIES_REPORTED_NOT_EVIDENT,-0.04427113815820629,-0.39664422589554654,-1.0811585350931783,-0.42917827431013295,2.3837673507062913
INJURIES_NO_INDICATION,-0.23964550280748276,-0.08813895286985067,0.48449896624125577,0.1018144551859289,0.18068639813694098
INJURIES_UNKNOWN,.,.,.,.,.
